id,title,day,month,year,IMDB_url,unknown,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,Film-noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,OMDb_imdbRating,OMDb_Year,OMDb_Genre,OMDb_Rated,OMDb_Runtime,OMDb_Plot,OMDb_Ratings,OMDb_BoxOffice,OMDb_Metascore,OMDb_imdbVotes,OMDb_Released,OMDb_Poster,OMDb_Rating
1334,Somebody to Love ,14,6,1996,http://us.imdb.com/Title?Somebody+to+Love+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1994,"Comedy, Drama",R,102 min,"Mercedes is a taxi dancer who wants to be an actress. She's involved with the married Harry, who considers himself a respected actor. Ernesto is in love with Mercedes, but he doesn't dance or have money.","[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]","$18,112",N/A,810,27 Sep 1996,https://m.media-amazon.com/images/M/MV5BZTE1N2RiOWQtNjdhYi00YmQ5LTlhODMtNDFmMTliZjM0NDgyXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,5.4
1335,American Buffalo ,13,9,1996,http://us.imdb.com/M/title/exact?American%20Buffalo%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1996,Drama,R,88 min,Long-repressed feelings of bitterness and betrayal explode when three inner-city losers plot the robbery of a valuable coin in a seedy second-hand junk shop.,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}]","$665,450",N/A,"4,097",13 Sep 1996,https://m.media-amazon.com/images/M/MV5BZDBjMTcyM2MtZDI4MC00MjdlLTg2ZGQtNWMwZmI5MGI4MDZmXkEyXkFqcGc@._V1_SX300.jpg,5.8
1336,Kazaam ,17,7,1996,http://us.imdb.com/M/title/exact?Kazaam%20(1996),0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,1996,"Comedy, Family, Fantasy",PG,93 min,"A troubled kid inadvertently releases a genie, who must grant him any three wishes he requests.","[{'Source': 'Internet Movie Database', 'Value': '3.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '24/100'}]","$18,937,262",24,"25,932",17 Jul 1996,https://m.media-amazon.com/images/M/MV5BMzMzMWY2NjgtZjU3NS00MDA0LTlkZTEtZWE4MzFiNzRhYjE1XkEyXkFqcGc@._V1_SX300.jpg,3.1
1337,Larger Than Life ,1,11,1996,http://us.imdb.com/M/title/exact?Larger%20Than%20Life%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1996,"Comedy, Family",PG,93 min,A motivational speaker discovers that the inheritance his father left for him is in the form of an elephant.,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '43/100'}]","$8,315,693",43,"7,975",01 Nov 1996,https://m.media-amazon.com/images/M/MV5BNWMzNzc1ZmItYmU0OS00ZGRiLWI2NzEtMDYwMjc0ZWE1NmJhXkEyXkFqcGc@._V1_SX300.jpg,5.6
1338,Two Deaths ,9,8,1996,http://us.imdb.com/Title?Two+Deaths+(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1995,"Drama, War",R,99 min,"A tale of power, passion, and obsession set in a politically torn Eastern European country.","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}]",N/A,N/A,525,24 May 1996,https://m.media-amazon.com/images/M/MV5BNjkxMjAwNzM3M15BMl5BanBnXkFtZTcwMDAwNDEyMQ@@._V1_SX300.jpg,6.4
1339,Stefano Quantestorie ,1,1,1993,http://us.imdb.com/M/title/exact?Stefano%20Quantestorie%20%281993%29,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1993,"Comedy, Drama",N/A,92 min,"What would it have happened if...? Italian director Maurizio Nichetti replies to this question in this humorous film, where he plays six different roles who meet one another in a way or another during a night.","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,N/A,166,05 Feb 1993,https://m.media-amazon.com/images/M/MV5BMjI1OTkyOTE5N15BMl5BanBnXkFtZTcwNTgyNDQzMQ@@._V1_SX300.jpg,7.0
1340,The Crude Oasis,1,1,1995,"http://us.imdb.com/M/title/exact?Crude%20Oasis,%20The%20(1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1993,"Drama, Romance, Thriller",R,81 min,"Lonely Kansas housewife Karen Webb despondent about her love life, her husband Jim Webb coldness and philandering, has a strong urge to change her future. Karen discovers the truth about Jim and sets out to commit suicide by carbo...","[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",N/A,N/A,126,07 Jul 1995,https://m.media-amazon.com/images/M/MV5BZGM2MDMzZDUtODQ1YS00MmY3LWIxZmQtYjdiZDlhZTEwNWIwXkEyXkFqcGc@._V1_SX300.jpg,4.9
1341,Hedd Wyn ,1,1,1992,http://us.imdb.com/M/title/exact?Hedd%20Wyn%20(1992),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1992,"Drama, Romance, War",Unrated,123 min,"A young poet living in the North Wales countryside competes for the most coveted prize of all in Welsh Poetry - that of the chair of the National Eisteddfod, a tradition dating back a hundred years. Before the winner is announced ...","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,N/A,444,12 Jan 1996,https://m.media-amazon.com/images/M/MV5BMTI1ODU3NjI4M15BMl5BanBnXkFtZTcwNjA3ODcxMQ@@._V1_SX300.jpg,7.1
1342,The Convent,14,6,1996,"http://us.imdb.com/M/title/exact?Convento,%20O%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,2000,"Comedy, Horror",R,79 min,A group of college students break into an abandoned convent and become possessed by demonic spirits.,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,N/A,"3,299",10 Jul 2000,https://m.media-amazon.com/images/M/MV5BN2IxMDJkZmQtOGI1MS00NmMzLWJkOWMtZThlNTA1ZjU1ZDIzXkEyXkFqcGc@._V1_SX300.jpg,5.1
1343,Lotto Land ,1,1,1995,http://us.imdb.com/M/title/exact?Lotto%20Land%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1995,Drama,Unrated,87 min,"This film tells two interwoven stories of two single-parent families in a poor, racially-mixed neighborhood in Brooklyn. The first story is about a young black man (with aspirations of getting away from his friends who are involve...","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,N/A,60,19 Apr 1996,https://m.media-amazon.com/images/M/MV5BMTkwMDUxMTQyNl5BMl5BanBnXkFtZTgwMzIwNDgwMzE@._V1_SX300.jpg,6.4
1344,The Story of Xinghua,1,1,1993,"http://us.imdb.com/M/title/exact?Story%20of%20Xinghua,%20The%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1345,The Day the Sun Turned Cold,1,1,1994,http://us.imdb.com/M/title/exact?Tianguo%20Niezi%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1994,"Crime, Drama, Mystery",N/A,99 min,Guan Jian wants to report the murder of his father who died 10 years ago. The alleged murderer whom Guan Jian accuses of the crime is his own mother.,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,N/A,256,15 May 1996,https://m.media-amazon.com/images/M/MV5BYWNlYWU5ZjctNjcwYS00YmYzLWI0Y2ItM2E3MzAyZDgwODUyXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,7.1
1346,Dingo ,1,1,1992,http://us.imdb.com/M/title/exact?Dingo%20(1992),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1991,"Drama, Music",PG,109 min,"Traces the pilgrimage of John Anderson, an average guy with a passion for jazz, from his home in outback Western Australia to the jazz clubs of Paris, to meet his idol, jazz trumpeter Billy Cross.","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,N/A,484,31 Jan 1992,https://m.media-amazon.com/images/M/MV5BZGEwZTFjZjItODI5Ni00MTU2LTkwMjAtMTUzZTE5MWViM2ZkXkEyXkFqcGc@._V1_SX300.jpg,6.8
1347,The Ballad of Narayama,1,1,1958,http://us.imdb.com/M/title/exact?Narayama%20Bushiko%20%281958%29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1983,"Drama, Mystery",Not Rated,130 min,"In a poor 19th century rural Japanese village, everyone who reaches the age of 70 has to climb a nearby mountain to die. An elderly woman is reaching close to her cut-off age during her last days with her family.","[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",N/A,N/A,"9,372",29 Apr 1983,https://m.media-amazon.com/images/M/MV5BMWRlMDA2NTUtZjAyZS00OWJkLWI5MWQtNmQxNDFiNTc2ZGI2XkEyXkFqcGc@._V1_SX300.jpg,7.8
1348,Every Other Weekend ,1,1,1990,http://us.imdb.com/Title?Un+week/end+sur+deux+(1990),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,2008,"Short, Drama",N/A,15 min,"Every other weekend is a story of the unending love of parents for their children, the grief of separation, and the chance moments that shape our lives","[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,N/A,9,17 Feb 2008,N/A,7.2
1349,Mille bolle blu ,1,1,1993,http://us.imdb.com/M/title/exact?Mille%20bolle%20blu%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1993,"Comedy, Romance",N/A,87 min,"A Roman tenement block, 1961: Sandrino waits for the total solar eclipse, fugitive Caligiuri returns to his wife, the Rossi brothers are obsessed with the legacy of their dying father, a family waits for the results of an eye oper...","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,N/A,183,17 Sep 1993,https://m.media-amazon.com/images/M/MV5BMWRlYjNjNjItODY2Yi00M2M3LWFkMjAtZjMwNGU0NWM2NTRlXkEyXkFqcGdeQXVyMjIyMDk1Nzg@._V1_SX300.jpg,6.5
1350,Crows and Sparrows ,1,1,1949,http://us.imdb.com/Title?Wuya+yu+maque+(1949),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1949,Drama,N/A,113 min,A story of a corrupt party official who attempts to sell an apartment building he has appropriated from the original owner and the struggles of the tenants to prevent themselves being thrown onto the street.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,N/A,338,11 Jan 1949,https://m.media-amazon.com/images/M/MV5BYjA2ZjFkZDEtMzFlYi00Y2M5LWI5ODQtNzY3YWYxNjcxNjNkXkEyXkFqcGc@._V1_SX300.jpg,7.2
1351,Lover's Knot ,12,7,1996,http://us.imdb.com/M/title/exact?Lover's%20Knot%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1995,"Comedy, Romance",R,82 min,"Steve Hunter (Billy Campbell) and Megan Forrester (Jennifer Gray), unbeknownst to them, are being guided and ""advised"" by one of Cupid's caseworkers (Tim Curry), who has been struggling to get Steve and Megan together for many lif...","[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",N/A,N/A,262,12 Jul 1996,https://m.media-amazon.com/images/M/MV5BMjE1NjYzNjM1NV5BMl5BanBnXkFtZTYwMzQ5OTE5._V1_SX300.jpg,4.5
1352,Shadow of Angels ,1,1,1976,http://us.imdb.com/M/title/exact?Schatten%20der%20Engel%20(1976),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1976,Drama,N/A,101 min,"Beautiful, detached, laconic, consumptive Lily Brest is a streetwalker with few clients. She loves her idle boyfriend Raoul who gambles away what little she earns. The town's power broker, called the rich Jew, discovers she is a g...","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,N/A,244,01 Jun 1983,https://m.media-amazon.com/images/M/MV5BOTkxOTdiY2ItZTAzNy00YjAzLWIzYTktMTUyYzE2MDFlNGIyXkEyXkFqcGdeQXVyMDM1MzIyMQ@@._V1_SX300.jpg,6.5
1353,1/900 ,1,1,1994,http://us.imdb.com/M/title/exact?06%20(1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1994,"Romance, Drama",Not Rated,87 min,"Sarah, 30, single, well educated, likes art, places a voice ad for phone sex, inviting replies from men under 35, sturdy and sensual.","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,N/A,669,01 Sep 1994,https://m.media-amazon.com/images/M/MV5BMTk0Mzk2OTM1MV5BMl5BanBnXkFtZTcwOTU4MDEzMQ@@._V1_SX300.jpg,6.2
1354,Venice/Venice ,1,1,1992,http://us.imdb.com/M/title/exact?Venice/Venice%20(1992),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1992,Drama,R,108 min,Dean is a maverick American film director surprised that his most recent film has been chosen as the Official U.S. Entry at the Venice Film Festival. A beautiful French journalist arrives at the festival with the apparent intentio...,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]","$661,080",N/A,269,09 Oct 1992,https://m.media-amazon.com/images/M/MV5BMTY3OTE5ODA0NV5BMl5BanBnXkFtZTcwNDE2NDMyMQ@@._V1_SX300.jpg,6.2
1355,Infinity ,4,10,1996,http://us.imdb.com/M/title/exact?Infinity%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1996,"Biography, Drama",PG,119 min,Story of the early life of genius and Nobel Prize-winning physicist Richard Feynman.,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}]","$195,170",N/A,"2,030",04 Oct 1996,https://m.media-amazon.com/images/M/MV5BNDk3NzVjNmQtMGQ1Yy00YTY1LTkyNWQtMzVhNWZmOWJkMmY2XkEyXkFqcGc@._V1_SX300.jpg,6.1
1356,Ed's Next Move ,4,10,1996,http://us.imdb.com/M/title/exact?Ed%27s%20Next%20Move%20%281996%29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1996,"Romance, Comedy",R,88 min,"Ed lives in Wisconsin, but he's just been dumped by his girlfriend. So he moves to New York City for a big change...but will he ever find love again? He loves his new job studying the genetics of different strains of rice. He has ...","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]","$106,791",N/A,472,27 Sep 1996,https://m.media-amazon.com/images/M/MV5BMTY1NTQ3NDcyMl5BMl5BanBnXkFtZTcwMTkzMjMzMQ@@._V1_SX300.jpg,6.3
1357,For the Moment ,1,1,1994,http://us.imdb.com/M/title/exact?For%20the%20Moment%20(1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,1993,"Romance, War, Drama",PG-13,120 min,"The story of airmen training in rural Manitoba in the summer of 1942 to go overseas and become bomber pilots in World War II, as well as the romantic entanglements which overcome them while they contemplate life and love in a worl...","[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]","$121,548",N/A,"1,000",19 Apr 1996,https://m.media-amazon.com/images/M/MV5BMTI3OTMzMTgzOF5BMl5BanBnXkFtZTcwNDg3MjUyMQ@@._V1_SX300.jpg,6.0
1358,The Deadly Cure ,16,9,1996,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1359,Boys in Venice ,24,9,1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1360,The Sexual Life of the Belgians,1,1,1994,"http://us.imdb.com/M/title/exact?Vie%20sexuelle%20des%20Belges,%20La%20(1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1361,The Search for One/eye Jimmy,1,1,1996,"http://us.imdb.com/M/title/exact?Search%20for%20One/eye%20Jimmy,%20The%20(1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1994,Comedy,R,84 min,Les is making a film about his old neighborhood in Brooklyn. One-eye Jimmy goes missing and Les switches to making a film about Jimmy and the people searching.,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]","$71,314",N/A,"1,929",21 Jun 1996,https://m.media-amazon.com/images/M/MV5BNGVhNGNhNzMtN2Y4NS00NGM1LTliMzAtY2M1MzQ0MzcyYWNlXkEyXkFqcGc@._V1_SX300.jpg,6.0
1362,American Strays ,13,9,1996,http://us.imdb.com/M/title/exact?American%20Strays%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1996,"Action, Comedy",R,97 min,"The film is three stories about one story, featuring an exciting and quirky cast of characters living on the edge.","[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]","$1,910",N/A,709,13 Sep 1996,https://m.media-amazon.com/images/M/MV5BZmQ0MGVlZTctYjNjYi00MGU5LThkNTctOWRmOGY3MTVhOThmL2ltYWdlXkEyXkFqcGdeQXVyNTE4MzAyNDk@._V1_SX300.jpg,5.2
1363,The Leopard Son,27,9,1996,"http://us.imdb.com/M/title/exact?Leopard%20Son,%20The%20(1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1996,Documentary,G,87 min,"Follows the coming of age of a young leopard on the Serengeti Plain, filmed over three years by Dutch naturalist Hugo Van Lawick.","[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}]","$419,038",N/A,172,27 Sep 1996,https://m.media-amazon.com/images/M/MV5BMGQyOTI1OGEtYTgzOS00YjYzLWI5MWYtZDYxMWZmYzg5N2FlXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,7.4
1364,Bird of Prey ,4,10,1996,http://us.imdb.com/M/title/exact?Bird%20of%20Prey%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1995,"Crime, Drama, Music",R,105 min,"As a boy, Dominik watched an American crime boss murder his father, a police officer fighting corruption in Sofia, Bulgaria. Years later, he attempts to avenge his father's death but is imprisoned for 15 years for attempted murder...","[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]","$3,652",N/A,226,04 Oct 1996,https://m.media-amazon.com/images/M/MV5BMjE2Mzk5OTIwMF5BMl5BanBnXkFtZTgwNTUwMzgwMzE@._V1_SX300.jpg,4.8
1365,Johnny 100 Pesos ,1,1,1993,http://us.imdb.com/M/title/exact?Johnny%20100%20Pesos%20(1993),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,2017,"Crime, Drama",N/A,113 min,"Emerging from twenty years locked away in jail, Johnny must now confront a heartless society to ensure that the son he never knew does not go down the same criminal path that he took in his youth.","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,N/A,109,25 Jan 2017,https://m.media-amazon.com/images/M/MV5BMmY4YjliYjItMDM1Ni00ZDZmLThjOWYtNGMyNDE3MDY3Y2Y0XkEyXkFqcGc@._V1_SX300.jpg,7.0
1366,JLG/JLG / autoportrait de décembre ,1,1,1994,http://us.imdb.com/M/title/exact?JLG/JLG%20/%20autoportrait%20de%20d%E9cembre%20%281994%29,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1367,Faust ,1,1,1994,http://us.imdb.com/M/title/exact?Faust%20%281994%29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1926,"Drama, Fantasy, Horror",Not Rated,107 min,The demon Mephisto wagers with God that he can corrupt a mortal man's soul.,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}]",N/A,N/A,"17,097",06 Dec 1926,https://m.media-amazon.com/images/M/MV5BNDRjZDMwMGItOGY1MS00YmExLWI3N2ItNjk5MTA2N2QxMTI0XkEyXkFqcGc@._V1_SX300.jpg,8.1
1368,Mina Tannenbaum ,1,1,1994,http://us.imdb.com/M/title/exact?Mina%20Tannenbaum%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1994,Drama,N/A,128 min,The film tells the story of two girls who are of totally different character. They know each other since their childhood and were friends until they became teenagers. But growing up and becoming adults they go different ways.,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]","$104,767",N/A,"1,074",26 May 1995,https://m.media-amazon.com/images/M/MV5BMTgzOTMxNTc3NV5BMl5BanBnXkFtZTcwOTE5MjcxMQ@@._V1_SX300.jpg,7.1
1369,The Forbidden Christ,1,1,1950,http://us.imdb.com/M/title/exact?Cristo%20proibito%2C%20Il%20%281950%29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1951,"Drama, Mystery, War",Not Rated,96 min,"Back in his village, former war prisoner Bruno Baldi is dead set on avenging his brother who has been shot by a German firing squad after being given away by a villager. But nobody wants to give him the name of the culprit. At lon...","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,N/A,279,03 May 1953,https://m.media-amazon.com/images/M/MV5BMTQyMzc4NDg1Nl5BMl5BanBnXkFtZTcwMTYwODcxMQ@@._V1_SX300.jpg,7.1
1370,I Can't Sleep ,1,1,1994,http://us.imdb.com/M/title/exact?J'ai%20pas%20sommeil%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,1994,"Drama, Mystery, Romance",Unrated,110 min,"A serial killer terrorizes Paris at night, but that doesn't stop Daïga and Théo from meeting up, and falling in love.","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}]","$111,015",N/A,"1,407",18 May 1994,https://m.media-amazon.com/images/M/MV5BMjE0OTE4MTQ3OF5BMl5BanBnXkFtZTcwMTM5NjcyMQ@@._V1_SX300.jpg,6.8
1371,The Machine,1,1,1994,"http://us.imdb.com/M/title/exact?Machine,%20La%20(1994)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,2013,"Action, Drama, Sci-Fi",R,91 min,"In efforts to construct perfect android killing machines in a war against China, UK scientists exceed their goal and create a sentient robot.","[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",N/A,52,"32,296",21 Mar 2014,https://m.media-amazon.com/images/M/MV5BMTUwMDg1NTk1OV5BMl5BanBnXkFtZTgwMzAyNDczMTE@._V1_SX300.jpg,6.0
1372,The Stranger,1,1,1994,"http://us.imdb.com/Title?Stranger,+The+(1994/II)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020,"Crime, Drama, Mystery",TV-MA,363 min,The secrets and lies of suburban families are made public by the appearance of a stranger.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",,N/A,"63,969",30 Jan 2020,https://m.media-amazon.com/images/M/MV5BMDI3NzI4MzMtZDVjZS00N2ZhLTgyZjYtMzg1YzhkNjBiZjEwXkEyXkFqcGc@._V1_SX300.jpg,7.2
1373,Good Morning ,4,2,1971,http://us.imdb.com/M/title/exact?Good%20Morning%20(1971),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1959,"Comedy, Drama, Family",Not Rated,94 min,Two boys begin a silence strike to press their parents into buying them a television set.,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",N/A,87,"11,415",01 Feb 1962,https://m.media-amazon.com/images/M/MV5BZTEwZjUwMjctMmNkMi00YTQxLWFlOTUtZDBhYjVjOTZhMmE4XkEyXkFqcGc@._V1_SX300.jpg,7.8
1374,Falling in Love Again ,1,1,1980,http://us.imdb.com/M/title/exact?Falling%20in%20Love%20Again%20(1980),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1980,"Drama, Romance",PG,103 min,"While struggling with his midlife crisis, Harry receives an invitation for his high school's reunion back so he takes Sue and their teenage kids on a cross-country car trip back to the Big Apple.","[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",N/A,N/A,469,23 Feb 1984,https://m.media-amazon.com/images/M/MV5BYzM1MDg2NGItZWJlZC00OWU4LTlmN2YtNGE0ZmYyZDdmYzAxXkEyXkFqcGc@._V1_SX300.jpg,5.0
1375,The Cement Garden,1,1,1993,"http://us.imdb.com/M/title/exact?Cement%20Garden,%20The%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1993,Drama,Not Rated,101 min,"Four children live with their terminally ill mother. After she dies, they try to hold things together. In their isolated house, they begin to deteriorate mentally, whilst they hide their mom's decomposing corpse in a makeshift con...","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]","$322,975",N/A,"5,465",11 Feb 1994,https://m.media-amazon.com/images/M/MV5BM2I0NmM2MTctMDgwMy00NWYyLThmYWYtZWI3NzI0NmM0ZDhjXkEyXkFqcGc@._V1_SX300.jpg,7.0
1376,Meet Wally Sparks ,31,1,1997,http://us.imdb.com/M/title/exact?Meet%20Wally%20Sparks%20(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1997,Comedy,R,105 min,"Wally Sparks is a tabloid television show reporter, who's trying to boost ratings on his show. He goes to the Governor's mansion to uncover a sex scandal.","[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}]","$4,073,582",N/A,"3,887",31 Jan 1997,https://m.media-amazon.com/images/M/MV5BZDcxN2UwNTktMWJlMS00NmY3LWIzMGEtMThjY2EzY2Y3MWZhXkEyXkFqcGc@._V1_SX300.jpg,5.2
1377,Hotel de Love ,7,2,1997,http://us.imdb.com/M/title/exact?Hotel%20de%20Love%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1996,"Comedy, Drama, Romance",R,96 min,Twin brothers meet a childhood sweetheart at a tacky hotel and rediscover their love as they renew their competition for her affection.,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '47/100'}]","$165,845",47,675,07 Feb 1997,https://m.media-amazon.com/images/M/MV5BMTI2OTA0MzE0NF5BMl5BanBnXkFtZTcwMjA2NjEyMQ@@._V1_SX300.jpg,6.0
1378,Rhyme & Reason ,5,3,1997,http://us.imdb.com/M/title/exact?Rhyme%20%26%20Reason%20(1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,2020,"Crime, Drama, Mystery",TV-14,43 min,A retired forensic criminologist teams up with an ambitious young detective to help capture some of the most dangerous criminals in America.,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",,N/A,"5,997",01 Jan 2020,https://m.media-amazon.com/images/M/MV5BMzQyYmY0ZDgtNjgyMS00ZWQ3LTg2YzMtNzkzNTgyYmI3NmFjXkEyXkFqcGc@._V1_SX300.jpg,6.8
